danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
0.285,0.0428,4,-28.391,0,0.0473,0.995,0.845,0.175,0.284,75.83,1
0.375,0.00607,1,-29.405,1,0.0501,0.992,0.883,0.0562,0.0445,67.978,5
0.66,0.462,6,-5.789,1,0.0592,0.00256,0.912,0.115,0.746,141.967,4
0.614,0.558,1,-9.653,0,0.0729,0.0666,0.493,0.188,0.0703,125.04,4
0.79,0.961,10,-6.551,0,0.0436,0.363,0.89,0.36,0.644,127.981,3
0.551,0.483,4,-10.627,1,0.0345,0.284,0.808,0.0876,0.0754,171.963,4
0.191,0.317,8,-19.456,1,0.0499,0.913,0.962,0.138,0.216,127.921,4
0.688,0.751,9,-5.507,0,0.0392,0.00191,0.683,0.095,0.338,98.004,4
0.492,0.806,8,-6.31,1,0.0427,0.221,0.67,0.225,0.143,96.065,4
0.35,0.412,7,-11.615,1,0.0393,0.365,0.97,0.0826,0.0618,120.046,4
0.562,0.809,5,-7.881,0,0.0335,0.172,0.488,0.446,0.0853,100.006,4
0.171,0.189,5,-22.379,1,0.037,0.857,0.959,0.169,0.0572,91.047,5
0.417,0.812,5,-6.439,0,0.0369,0.00382,0.932,0.136,0.159,174.964,4
0.633,0.333,7,-13.933,1,0.0646,0.626,0.346,0.116,0.574,81.015,4
0.494,0.492,9,-10.149,0,0.0307,0.486,0.893,0.087,0.222,74.995,4
0.632,0.658,5,-5.879,1,0.0692,0.223,0.185,0.112,0.119,149.937,4
0.555,0.348,11,-9.783,0,0.0336,0.107,0.776,0.147,0.175,155.065,4
0.501,0.949,2,-11.106,1,0.0864,0.0822,0.935,0.129,0.106,110.155,5
0.604,0.375,0,-14.073,1,0.0388,0.992,0.953,0.095,0.172,104.995,3
0.436,0.277,1,-18.599,0,0.0518,0.97,0.88,0.108,0.0351,100.024,4
0.318,0.347,8,-13.523,0,0.144,0.609,0.9,0.103,0.0783,169.73,4
0.662,0.751,8,-4.598,1,0.0285,0.00218,0.916,0.0823,0.348,145.046,4
0.665,0.787,5,-5.73,1,0.151,0.308,0.0,0.219,0.699,167.349,4
0.642,0.306,1,-23.626,1,0.0509,0.84,0.904,0.101,0.0399,99.984,4
0.536,0.855,9,-4.511,0,0.273,0.0186,0.00817,0.0724,0.268,159.95,4
0.522,0.739,8,-9.692,1,0.0279,0.000685,0.426,0.497,0.457,126.0,4
0.712,0.519,2,-8.171,1,0.0388,0.0492,0.225,0.0672,0.424,128.019,4
0.734,0.362,9,-8.856,0,0.0307,0.251,0.0226,0.293,0.26,90.031,4
0.603,0.72,9,-12.956,0,0.0295,0.0075,0.936,0.096,0.66,140.991,4
0.681,0.614,2,-4.871,0,0.184,0.161,0.149,0.438,0.258,75.299,4
0.162,0.369,1,-15.792,1,0.0408,0.0348,0.777,0.414,0.111,103.99,3
0.594,0.853,1,-7.757,1,0.622,0.459,0.00332,0.345,0.374,75.245,3
0.137,0.12,0,-15.69,0,0.0327,0.728,0.777,0.362,0.0388,86.855,4
0.699,0.949,6,-4.11,0,0.389,0.255,0.256,0.0983,0.365,146.064,4
0.505,0.529,8,-15.767,0,0.0732,0.59,0.878,0.0939,0.0453,131.149,4
0.764,0.466,6,-6.458,0,0.0667,0.0314,0.92,0.134,0.0805,108.016,4
0.52,0.531,4,-9.296,0,0.0331,0.177,0.00252,0.0677,0.145,144.093,4
0.72,0.477,5,-12.702,1,0.0749,0.819,0.752,0.0575,0.265,128.049,4
0.165,0.22,0,-16.033,1,0.0372,0.306,0.965,0.129,0.0335,129.421,3
0.613,0.4,2,-21.824,1,0.0545,0.775,0.907,0.103,0.101,114.985,4
0.529,0.806,8,-7.533,1,0.0315,0.0356,0.721,0.227,0.199,140.099,4
0.502,0.686,2,-9.016,1,0.03,0.416,0.846,0.0664,0.0357,119.882,4
0.5,0.311,1,-13.137,1,0.044,0.75,0.899,0.109,0.0398,74.981,4
0.496,0.215,4,-20.598,1,0.0356,0.844,0.943,0.112,0.0353,85.052,4
0.438,0.55,9,-11.039,0,0.0355,0.436,0.871,0.151,0.217,99.466,4
0.512,0.577,7,-6.176,1,0.0428,0.0453,0.821,0.0747,0.0862,99.982,4
0.604,0.641,6,-7.883,0,0.0467,0.208,0.425,0.214,0.206,109.981,4
0.512,0.416,1,-14.841,1,0.0479,0.468,0.867,0.126,0.0594,126.126,4
0.727,0.302,4,-12.333,0,0.0619,0.713,0.846,0.0828,0.112,81.013,4
0.398,0.511,8,-16.701,1,0.0743,0.971,0.902,0.19,0.101,77.008,4
0.558,0.109,6,-22.844,1,0.0393,0.951,0.902,0.107,0.112,172.606,3
0.352,0.381,10,-12.602,0,0.057,0.0415,0.885,0.111,0.0279,114.846,4
0.312,0.843,7,-5.168,0,0.0846,0.358,0.0583,0.644,0.142,79.322,5
0.31,0.701,8,-5.388,0,0.0991,0.0484,0.391,0.274,0.153,79.533,4
0.819,0.48,3,-9.689,1,0.18,0.0355,0.306,0.305,0.12,130.865,4
0.724,0.241,9,-7.96,1,0.0526,0.136,0.899,0.127,0.377,139.945,4
0.109,0.119,4,-25.935,1,0.0346,0.97,0.95,0.265,0.0503,68.943,4
0.243,0.303,10,-10.483,1,0.0336,0.503,0.963,0.257,0.0395,127.991,4
0.723,0.969,6,-4.516,1,0.142,0.0643,0.0,0.115,0.728,126.653,4
0.372,0.426,11,-8.421,1,0.0339,0.687,0.00784,0.109,0.287,123.993,4
0.753,0.2,3,-15.687,1,0.0838,0.95,0.852,0.136,0.96,141.978,4
0.458,0.2,5,-12.464,0,0.0645,0.982,0.855,0.0658,0.0763,90.902,4
0.677,0.338,8,-13.723,0,0.0718,0.961,0.815,0.0831,0.875,102.012,4
0.737,0.144,11,-14.746,1,0.0729,0.968,0.823,0.122,0.29,123.038,4
0.626,0.296,6,-14.508,1,0.0932,0.959,0.911,0.119,0.462,143.966,4
0.671,0.237,4,-13.768,0,0.076,0.957,0.883,0.0869,0.622,123.991,4
0.713,0.383,10,-13.842,1,0.0777,0.946,0.789,0.185,0.887,105.982,4
0.759,0.302,5,-15.383,1,0.0907,0.953,0.764,0.0857,0.813,118.507,4
0.671,0.343,0,-13.875,0,0.0583,0.935,0.844,0.131,0.943,102.959,4
0.78,0.287,2,-15.174,0,0.0912,0.934,0.918,0.0853,0.353,97.994,3
0.258,0.202,9,-20.222,0,0.0372,0.988,0.917,0.0795,0.276,99.046,4
0.329,0.258,1,-16.147,0,0.0615,0.943,0.934,0.105,0.0338,95.328,5
0.71,0.207,0,-16.672,1,0.0744,0.972,0.847,0.071,0.676,123.205,4
0.768,0.149,3,-20.691,1,0.081,0.971,0.936,0.077,0.269,143.777,4
0.327,0.114,4,-15.629,0,0.0383,0.983,0.953,0.0858,0.382,135.191,4
0.24,0.38,9,-10.564,1,0.0311,0.807,0.907,0.0925,0.126,130.209,4
0.676,0.398,11,-13.044,0,0.0616,0.928,0.882,0.123,0.753,106.5,4
0.654,0.245,8,-14.103,1,0.0657,0.962,0.862,0.122,0.944,157.91,4
0.566,0.017,9,-17.325,1,0.0976,0.96,0.722,0.0662,0.467,167.379,5
0.712,0.191,1,-14.809,0,0.0942,0.948,0.878,0.106,0.579,94.965,4
0.584,0.313,7,-13.889,0,0.0825,0.976,0.915,0.192,0.67,149.995,4
0.67,0.303,8,-14.564,1,0.088,0.957,0.822,0.205,0.429,141.977,4
0.617,0.291,1,-12.557,0,0.0724,0.959,0.885,0.144,0.73,155.934,4
0.765,0.373,3,-13.205,0,0.0905,0.934,0.814,0.129,0.646,136.521,3
0.741,0.299,4,-13.046,0,0.0897,0.955,0.906,0.246,0.736,126.427,3
0.664,0.329,0,-13.11,1,0.0964,0.954,0.854,0.122,0.829,154.884,4
0.625,0.31,7,-15.254,0,0.0742,0.945,0.78,0.163,0.644,146.002,4
0.597,0.27,5,-13.487,0,0.0678,0.953,0.87,0.203,0.803,159.988,4
0.784,0.0869,1,-15.482,1,0.0855,0.974,0.866,0.101,0.347,90.476,3
0.403,0.318,0,-14.727,1,0.0874,0.956,0.832,0.104,0.801,177.162,4
0.553,0.185,5,-14.998,0,0.0487,0.975,0.876,0.0759,0.17,95.98,4
0.854,0.039,9,-17.182,1,0.115,0.961,0.9,0.0933,0.588,135.947,4
0.675,0.502,11,-13.242,0,0.0638,0.953,0.866,0.0991,0.911,146.986,3
0.747,0.343,1,-14.43,1,0.0633,0.978,0.926,0.128,0.963,143.879,4
0.951,0.0173,4,-17.178,1,0.0927,0.98,0.899,0.0916,0.512,107.98,4
0.815,0.0615,2,-17.387,1,0.108,0.969,0.934,0.172,0.766,122.88,3
0.801,0.0436,10,-16.62,1,0.232,0.969,0.722,0.156,0.347,89.968,4
0.341,0.118,0,-16.283,1,0.0692,0.968,0.807,0.0937,0.449,76.016,4
0.482,0.392,6,-12.898,1,0.0493,0.958,0.891,0.115,0.702,183.906,4
0.655,0.118,9,-15.631,1,0.0833,0.955,0.823,0.166,0.658,151.928,3
0.593,0.205,1,-13.35,1,0.0905,0.963,0.839,0.112,0.961,175.931,4
0.761,0.281,2,-15.521,1,0.0911,0.963,0.873,0.139,0.949,137.988,4
0.81,0.0538,1,-18.352,1,0.137,0.941,0.705,0.102,0.454,126.97,4
0.774,0.0387,7,-17.649,1,0.103,0.966,0.862,0.0558,0.439,60.971,4
0.456,0.117,5,-14.846,1,0.0678,0.973,0.749,0.0999,0.527,86.932,3
0.621,0.0666,9,-16.307,1,0.0799,0.972,0.751,0.169,0.672,184.419,3
0.8,0.0791,6,-17.032,1,0.126,0.971,0.899,0.111,0.794,132.018,4
0.614,0.282,1,-13.934,1,0.0936,0.96,0.779,0.143,0.65,167.971,4
0.665,0.126,6,-15.268,1,0.0917,0.975,0.905,0.11,0.64,111.983,4
0.701,0.267,0,-14.438,0,0.107,0.972,0.921,0.108,0.897,131.969,4
0.698,0.168,1,-16.623,0,0.132,0.957,0.833,0.124,0.828,75.991,4
0.568,0.232,10,-14.773,1,0.0723,0.956,0.857,0.204,0.702,83.974,4
0.614,0.0909,2,-16.111,1,0.088,0.966,0.74,0.28,0.484,187.414,3
0.699,0.17,1,-15.95,1,0.063,0.962,0.862,0.104,0.678,149.922,3
0.719,0.152,6,-15.366,1,0.0771,0.967,0.849,0.142,0.693,96.496,4
0.641,0.0878,5,-17.623,1,0.123,0.962,0.883,0.071,0.784,115.879,4
0.597,0.434,0,-14.369,1,0.101,0.942,0.818,0.123,0.819,139.448,3
0.622,0.313,6,-14.773,1,0.079,0.963,0.814,0.0649,0.697,152.969,3
0.714,0.0607,7,-16.217,1,0.08,0.963,0.876,0.17,0.74,80.493,4
0.596,0.0778,10,-16.578,0,0.132,0.971,0.894,0.138,0.459,108.086,4
0.614,0.285,0,-13.822,1,0.0897,0.954,0.908,0.0998,0.961,187.946,4
0.71,0.193,1,-15.131,1,0.0955,0.971,0.82,0.104,0.743,143.87,3
0.427,0.117,2,-15.636,1,0.0688,0.96,0.803,0.104,0.703,86.246,4
0.679,0.225,7,-15.296,1,0.0829,0.961,0.914,0.164,0.651,119.959,4
0.409,0.176,5,-15.731,1,0.112,0.977,0.859,0.11,0.619,122.627,4
0.649,0.169,11,-15.609,1,0.0969,0.977,0.878,0.112,0.854,182.981,4
0.608,0.393,7,-13.892,1,0.0469,0.967,0.918,0.106,0.901,156.016,4
0.658,0.282,0,-14.554,1,0.0693,0.956,0.85,0.127,0.704,146.959,3
0.752,0.151,5,-15.797,1,0.0829,0.963,0.828,0.0817,0.654,119.975,4
0.623,0.122,10,-15.648,0,0.0802,0.979,0.9,0.076,0.726,183.964,4
0.402,0.171,5,-15.381,1,0.0567,0.964,0.921,0.067,0.617,157.545,3
0.708,0.29,10,-16.443,1,0.0625,0.954,0.866,0.119,0.857,108.008,4
0.692,0.337,2,-15.37,1,0.0796,0.949,0.786,0.103,0.807,107.972,4
0.756,0.267,9,-14.685,0,0.0697,0.938,0.895,0.12,0.877,124.01,4
0.437,0.229,5,-14.8,1,0.0821,0.966,0.897,0.0824,0.608,134.205,3
0.648,0.232,0,-15.688,0,0.104,0.949,0.865,0.126,0.821,169.494,4
0.717,0.0838,7,-16.211,1,0.0598,0.974,0.917,0.111,0.604,103.976,4
0.627,0.174,4,-15.654,1,0.0938,0.969,0.911,0.121,0.5,168.927,4
0.713,0.398,7,-16.124,0,0.0702,0.969,0.86,0.156,0.636,101.493,4
0.671,0.229,7,-17.308,1,0.0802,0.965,0.867,0.12,0.965,75.993,4
0.681,0.155,7,-14.519,0,0.0711,0.963,0.869,0.283,0.575,87.44,4
0.503,0.101,2,-15.224,1,0.102,0.978,0.903,0.102,0.679,146.135,4
0.798,0.0952,0,-15.245,1,0.0893,0.963,0.906,0.0846,0.895,122.773,4
0.707,0.268,2,-16.022,1,0.0628,0.961,0.858,0.152,0.778,107.968,4
0.773,0.194,6,-15.291,1,0.0909,0.964,0.931,0.109,0.738,114.013,4
0.678,0.0975,10,-17.056,1,0.0666,0.965,0.628,0.0901,0.654,98.934,4
0.575,0.176,0,-15.852,1,0.0995,0.966,0.83,0.0762,0.587,181.963,4
0.688,0.414,0,-15.199,1,0.0725,0.954,0.872,0.134,0.943,96.487,4
0.403,0.198,3,-15.214,1,0.0954,0.971,0.815,0.163,0.911,95.044,4
0.746,0.224,1,-16.611,1,0.0904,0.968,0.848,0.104,0.914,141.965,4
0.737,0.146,11,-15.959,0,0.0833,0.965,0.885,0.101,0.52,92.959,4
0.637,0.208,4,-15.814,0,0.0627,0.96,0.921,0.135,0.762,144.704,3
0.768,0.115,5,-15.514,1,0.0915,0.982,0.908,0.0889,0.773,127.985,4
0.726,0.251,10,-13.358,1,0.104,0.964,0.884,0.0847,0.522,127.998,4
0.601,0.357,11,-13.379,0,0.0801,0.949,0.9,0.102,0.573,155.989,4
0.664,0.203,0,-13.729,0,0.0983,0.968,0.738,0.0796,0.568,132.015,4
0.688,0.303,5,-13.227,0,0.0816,0.941,0.78,0.0965,0.623,106.02,4
0.67,0.229,4,-13.824,1,0.0709,0.951,0.804,0.133,0.607,148.0,4
0.634,0.369,4,-13.16,1,0.0698,0.949,0.843,0.162,0.844,131.981,4
0.666,0.303,3,-13.418,1,0.0922,0.953,0.893,0.22,0.583,128.009,4
0.628,0.219,1,-14.497,1,0.0855,0.945,0.832,0.112,0.834,175.966,4
0.731,0.347,11,-14.403,1,0.0722,0.95,0.786,0.136,0.667,102.975,4
0.607,0.429,5,-11.926,1,0.0609,0.936,0.919,0.11,0.639,139.969,4
0.584,0.372,1,-14.179,1,0.0704,0.94,0.744,0.112,0.792,159.945,4
0.64,0.311,0,-14.656,1,0.0743,0.951,0.668,0.122,0.728,130.024,4
0.631,0.313,6,-12.826,1,0.0593,0.948,0.908,0.134,0.867,134.985,4
0.581,0.355,6,-13.646,1,0.0692,0.951,0.838,0.131,0.73,146.995,4
0.553,0.446,7,-13.657,1,0.088,0.952,0.768,0.132,0.824,216.02,4
0.663,0.259,4,-14.686,1,0.0661,0.971,0.909,0.136,0.812,102.006,4
0.349,0.0154,0,-26.107,1,0.0632,0.991,0.875,0.092,0.102,73.862,4
0.616,0.39,6,-10.355,1,0.0419,0.756,0.63,0.101,0.376,131.945,4
0.629,0.767,9,-7.144,0,0.0329,0.00295,0.000118,0.107,0.502,103.023,4
0.307,0.104,11,-17.775,1,0.0458,0.98,0.919,0.0889,0.0607,76.054,4
0.774,0.167,7,-14.831,1,0.106,0.948,0.9,0.0859,0.612,132.014,4
0.779,0.516,10,-6.467,0,0.0521,0.148,0.0,0.0492,0.715,120.026,4
0.706,0.46,1,-9.061,1,0.0296,0.847,0.00793,0.106,0.226,102.98,4
0.914,0.427,3,-7.766,0,0.0537,0.567,0.013,0.0774,0.635,120.01,4
0.49,0.753,6,-5.411,1,0.238,0.081,2.85e-06,0.268,0.325,156.241,4
0.53,0.536,10,-8.217,1,0.0391,0.335,0.0259,0.0939,0.188,109.911,4
0.845,0.641,1,-4.548,0,0.0443,0.0346,0.00209,0.176,0.529,108.985,4
0.631,0.837,1,-4.917,1,0.0611,0.00862,0.0,0.145,0.523,99.981,4
0.557,0.798,1,-4.506,0,0.113,0.0382,1.4e-05,0.0666,0.673,72.044,4
0.603,0.512,10,-6.687,0,0.0402,0.454,0.00014,0.154,0.271,145.91,4
0.604,0.277,2,-8.249,1,0.0286,0.915,1.82e-05,0.113,0.22,82.922,4
0.551,0.634,4,-5.898,1,0.03,0.0215,0.0,0.121,0.349,82.497,4
0.472,0.454,4,-9.278,0,0.0584,0.57,0.00186,0.321,0.0391,65.991,4
0.55,0.872,2,-4.742,0,0.0588,0.0864,0.000291,0.0617,0.618,142.041,4
0.729,0.474,5,-7.724,1,0.0553,0.0652,0.0,0.0758,0.443,126.047,4
0.716,0.727,10,-6.734,1,0.296,0.0264,0.0,0.0717,0.597,97.977,4
0.573,0.873,0,-3.838,1,0.0297,0.000431,0.0,0.403,0.842,102.012,4
0.59,0.403,11,-10.806,0,0.0569,0.436,0.0,0.0662,0.321,77.032,4
0.698,0.664,7,-7.828,1,0.0778,0.121,0.00131,0.331,0.623,96.001,4
0.608,0.358,0,-10.018,0,0.0253,0.854,0.0186,0.113,0.365,103.94,4
0.589,0.467,6,-8.179,1,0.031,0.761,0.0,0.0847,0.571,165.908,4
0.656,0.608,9,-4.998,1,0.0328,0.251,0.0,0.0566,0.246,97.034,3
0.288,0.593,8,-9.136,1,0.0974,0.198,0.0292,0.125,0.382,182.377,3
0.543,0.41,0,-5.996,1,0.0363,0.311,0.000174,0.0875,0.19,119.936,4
0.533,0.824,5,-4.2,1,0.101,0.232,5.19e-06,0.269,0.389,155.07,4
0.753,0.788,2,-3.747,0,0.0915,0.0842,0.0,0.289,0.586,80.49,4
0.573,0.754,4,-4.788,1,0.0329,0.0248,0.00019,0.104,0.241,132.964,4
0.648,0.861,1,-4.178,1,0.0686,0.288,0.0,0.136,0.419,130.073,4
0.593,0.697,7,-5.416,1,0.0399,0.00289,0.0257,0.14,0.428,170.0,4
0.591,0.297,2,-10.816,0,0.0305,0.305,0.00526,0.294,0.0393,83.964,4
0.639,0.817,2,-4.332,1,0.0706,0.0687,0.0,0.15,0.274,112.985,4
0.835,0.505,8,-5.834,0,0.168,0.286,0.00219,0.198,0.665,118.021,4
0.749,0.419,5,-9.41,1,0.0719,0.528,7.85e-06,0.113,0.279,120.166,4
0.567,0.685,1,-6.086,0,0.0827,0.106,0.00142,0.0674,0.38,189.948,4
0.689,0.412,7,-7.523,0,0.0301,0.488,0.00016,0.0659,0.537,126.754,4
0.528,0.654,11,-5.394,0,0.0369,0.258,1.42e-05,0.09,0.181,134.989,4
0.754,0.534,9,-8.424,0,0.123,0.0721,0.00615,0.218,0.809,149.146,4
0.604,0.681,0,-5.99,0,0.0344,0.00295,0.000315,0.0823,0.666,80.563,4
0.614,0.585,10,-9.483,1,0.164,0.134,0.000129,0.0948,0.211,169.905,4
0.414,0.663,6,-7.77,1,0.0456,0.163,0.0,0.138,0.33,108.98,4
0.466,0.737,4,-6.52,0,0.362,0.0232,6.79e-05,0.204,0.45,94.589,4
0.715,0.548,11,-6.355,1,0.0535,0.00386,0.00574,0.0752,0.781,99.992,4
0.663,0.673,10,-6.152,0,0.0586,0.125,1.58e-06,0.248,0.279,98.0,4
0.525,0.672,5,-6.237,0,0.0394,0.53,0.0,0.0927,0.5,172.165,4
0.636,0.758,0,-5.567,1,0.0427,0.331,1.01e-05,0.16,0.281,97.025,4
0.476,0.652,2,-4.546,0,0.104,0.23,0.0,0.136,0.47,190.118,3
0.152,0.399,9,-9.759,0,0.0322,0.0195,0.000393,0.15,0.136,68.826,4
0.254,0.349,4,-10.02,0,0.0379,0.85,2.95e-05,0.234,0.303,170.214,3
0.609,0.584,2,-4.38,1,0.0359,0.0861,0.0,0.102,0.622,105.026,4
0.702,0.603,7,-6.833,0,0.0598,0.168,0.0,0.213,0.717,106.023,4
0.593,0.769,5,-4.581,1,0.108,0.0925,0.0,0.13,0.35,131.811,4
0.542,0.833,11,-2.764,0,0.0753,0.00572,0.000338,0.0758,0.59,81.964,4
0.577,0.789,2,-4.661,1,0.0427,0.00532,0.0105,0.214,0.149,97.52,3
0.754,0.503,0,-10.88,1,0.0622,0.654,0.00617,0.309,0.467,123.927,4
0.379,0.247,1,-9.959,1,0.0399,0.932,3.6e-06,0.107,0.37,205.561,4
0.686,0.518,7,-7.03,1,0.0654,0.332,0.00946,0.17,0.149,93.949,4
0.483,0.828,1,-5.293,1,0.0336,0.0175,9.5e-06,0.104,0.426,89.992,4
0.509,0.661,8,-4.334,0,0.0433,0.273,4.89e-05,0.076,0.421,142.889,3
0.666,0.493,4,-7.21,0,0.0313,0.0338,0.0255,0.114,0.474,123.924,4
0.39,0.741,2,-5.724,0,0.161,0.34,0.00443,0.11,0.316,175.427,4
0.186,0.51,8,-5.953,1,0.0568,0.0997,0.0353,0.067,0.2,199.928,3
0.81,0.305,8,-6.165,0,0.0902,0.28,0.000116,0.203,0.732,120.013,4
0.51,0.693,5,-3.192,1,0.0284,0.006,2.04e-06,0.11,0.291,81.981,4
0.642,0.112,4,-15.991,1,0.0914,0.964,0.834,0.094,0.764,145.974,4
0.409,0.207,3,-14.741,1,0.108,0.969,0.889,0.195,0.557,123.86,4
0.675,0.206,0,-14.276,0,0.0784,0.963,0.902,0.113,0.653,128.023,4
0.698,0.313,3,-12.919,0,0.102,0.93,0.89,0.0965,0.8,128.998,4
0.69,0.232,10,-13.937,0,0.0772,0.965,0.923,0.164,0.726,99.928,4
0.669,0.457,11,-11.545,0,0.0596,0.935,0.851,0.192,0.632,121.249,4
0.687,0.226,6,-14.706,1,0.0772,0.952,0.869,0.123,0.735,136.991,4
0.633,0.282,5,-14.794,1,0.0766,0.964,0.854,0.111,0.579,146.003,4
0.705,0.447,6,-15.094,0,0.0656,0.941,0.696,0.141,0.909,100.981,4
0.687,0.362,5,-12.793,1,0.0699,0.956,0.862,0.113,0.86,123.001,4
0.668,0.308,2,-12.327,0,0.0582,0.94,0.873,0.133,0.669,100.504,4
0.68,0.253,0,-14.151,0,0.0827,0.953,0.859,0.199,0.69,128.002,4
0.711,0.258,5,-14.717,1,0.0887,0.949,0.787,0.11,0.668,130.988,4
0.649,0.255,6,-13.298,0,0.068,0.966,0.869,0.117,0.643,143.965,4
0.653,0.385,1,-13.409,1,0.0746,0.94,0.858,0.123,0.792,140.924,4
0.688,0.357,0,-13.309,0,0.081,0.954,0.796,0.127,0.799,112.979,4
0.647,0.374,5,-12.941,1,0.0657,0.941,0.864,0.109,0.742,132.022,4
0.655,0.279,6,-13.197,0,0.0934,0.944,0.855,0.139,0.577,137.0,4
0.133,0.606,0,-5.184,1,0.0429,0.0121,0.0583,0.0902,0.147,181.655,5
0.709,0.242,7,-9.171,0,0.0297,0.612,4.44e-05,0.0948,0.194,140.12,4
0.34,0.37,9,-10.661,0,0.0395,0.919,0.27,0.074,0.0434,96.676,4
0.57,0.376,4,-9.932,1,0.0302,0.73,0.0,0.127,0.248,130.147,3
0.641,0.447,6,-5.893,0,0.0668,0.104,1.12e-06,0.0943,0.352,100.976,4
0.28,0.396,5,-9.143,0,0.0335,0.0105,0.0624,0.151,0.0907,130.93,4
0.495,0.529,2,-6.04,0,0.0296,0.316,0.000146,0.222,0.452,81.961,4
0.689,0.451,4,-5.211,0,0.0638,0.214,1.03e-05,0.185,0.542,75.121,4
0.72,0.861,11,-4.339,1,0.209,0.269,5.11e-06,0.601,0.669,126.991,4
0.699,0.524,11,-7.522,1,0.051,0.412,0.0,0.0844,0.31,114.922,4
0.657,0.739,2,-4.081,1,0.274,0.141,0.0,0.178,0.543,181.994,4
0.787,0.73,11,-6.788,0,0.35,0.0276,0.00157,0.0828,0.739,159.825,4
0.622,0.808,5,-4.701,1,0.0418,0.00543,5.63e-05,0.215,0.599,122.121,4
0.917,0.679,6,-6.083,1,0.266,0.0867,0.0,0.588,0.453,102.449,4
0.594,0.977,8,-4.193,1,0.0646,0.0597,3.49e-06,0.309,0.793,131.976,4
0.724,0.796,1,-3.686,1,0.0328,0.0152,0.0,0.354,0.542,101.975,4
0.63,0.91,11,-2.919,0,0.144,0.0287,0.0,0.196,0.743,116.98,4
0.639,0.862,10,-3.292,1,0.0341,0.049,6.81e-06,0.264,0.596,117.011,4
0.858,0.678,1,-3.87,0,0.0469,0.0761,0.0,0.0741,0.922,117.009,4
0.66,0.689,4,-2.671,0,0.0337,0.0884,0.0,0.0922,0.427,127.98,4
0.774,0.838,5,-3.914,0,0.114,0.0249,0.025,0.242,0.924,143.04,4
0.791,0.713,5,-3.742,0,0.254,0.0163,0.0,0.189,0.514,130.012,4
0.602,0.894,4,-3.975,1,0.032,0.00154,0.0,0.433,0.643,125.988,4
0.549,0.932,8,-4.11,0,0.343,0.0127,0.0,0.347,0.787,82.439,4
0.706,0.728,7,-3.602,1,0.0852,0.123,0.0,0.185,0.851,121.017,4
0.671,0.314,5,-8.091,0,0.244,0.11,0.0,0.0825,0.296,110.898,4
0.752,0.836,10,-3.173,1,0.115,0.0843,0.000425,0.424,0.519,120.003,4
0.682,0.889,0,-4.166,1,0.0804,0.00564,0.0,0.36,0.827,138.021,4
0.746,0.825,1,-4.666,1,0.169,0.0142,0.0107,0.121,0.584,152.914,4
0.623,0.869,5,-3.376,1,0.0481,0.00841,0.0,0.0771,0.663,130.013,4
0.572,0.89,6,-4.139,0,0.039,0.00082,0.00937,0.564,0.765,158.038,4
0.644,0.748,0,-4.467,1,0.0364,0.0309,0.0,0.154,0.538,161.434,4
0.738,0.875,7,-3.141,1,0.127,0.000673,0.000556,0.285,0.538,114.962,4
0.95,0.59,8,-6.508,0,0.29,0.00534,0.0,0.11,0.219,130.003,4
0.758,0.557,7,-4.568,1,0.034,0.0117,0.0,0.0418,0.781,126.986,4
0.884,0.765,8,-3.865,1,0.0882,0.063,7.04e-06,0.118,0.594,99.987,4
0.724,0.695,11,-5.226,1,0.0622,0.073,0.0,0.0889,0.235,139.0,4
0.621,0.511,11,-8.523,1,0.265,0.015,0.0,0.0963,0.317,158.896,4
0.72,0.776,10,-5.331,1,0.043,0.00549,0.000298,0.365,0.135,125.96,4
0.682,0.927,4,-2.915,1,0.0479,0.0843,0.0,0.149,0.744,101.019,4
0.69,0.897,11,-4.696,0,0.0506,0.0142,0.0,0.108,0.849,140.05,4
0.696,0.546,5,-6.55,1,0.0414,0.00379,3.8e-06,0.332,0.787,130.002,4
0.613,0.917,8,-4.754,1,0.0637,0.000398,9.69e-06,0.159,0.77,140.001,4
0.807,0.747,10,-4.31,0,0.0471,0.229,0.000111,0.0884,0.4,93.009,4
0.71,0.187,1,-14.816,1,0.0667,0.964,0.909,0.119,0.68,133.984,4
0.505,0.355,7,-12.963,1,0.092,0.474,0.00471,0.0949,0.162,159.862,4
0.546,0.635,0,-7.874,1,0.0259,0.379,0.0579,0.158,0.0884,90.011,4
0.669,0.245,0,-13.548,0,0.0438,0.813,0.903,0.0835,0.394,109.486,3
0.675,0.327,8,-13.501,0,0.0434,0.272,0.782,0.138,0.354,99.002,4
0.459,0.601,2,-7.818,1,0.212,0.937,0.427,0.166,0.362,75.898,4
0.294,0.132,9,-22.736,0,0.0428,0.688,0.889,0.119,0.0507,176.084,5
0.662,0.349,5,-14.022,0,0.214,0.637,0.00213,0.124,0.234,141.951,4
0.433,0.21,7,-15.747,1,0.0695,0.643,0.634,0.371,0.0688,81.998,4
0.854,0.23,0,-18.112,1,0.0776,0.0335,0.891,0.0974,0.755,140.001,4
0.802,0.459,7,-12.324,0,0.109,0.469,0.0147,0.121,0.92,110.963,3
0.494,0.316,5,-12.163,0,0.122,0.0739,0.47,0.245,0.363,170.186,4
0.72,0.522,7,-11.096,1,0.0472,0.779,0.877,0.117,0.133,131.013,4
